document_title,source_url,document_type,session,date,year,question_number,asked_by,minister,section,question_text,parts_count,month,day_of_week,quarter,is_weekend,parliamentary_year,session_quarter,question_sequence,questions_per_day,mp_questions_total,mp_questions_this_year,mp_activity_rate,minister_questions_total,minister_questions_this_month,is_budget_season,is_election_year,text_length,word_count,sentence_count,avg_word_length,flesch_score,flesch_grade,sentiment_positive,sentiment_negative,sentiment_neutral,sentiment_compound,is_yes_no_question,is_how_question,is_why_question,is_what_question,is_when_question,is_where_question,urgency_score,contains_numbers,contains_percentages,contains_money,topic_health,topic_education,topic_infrastructure,topic_agriculture,topic_mining,topic_water,topic_energy,topic_security,topic_finance,topic_governance,multi_sector_question,sector_count,dominant_sector,has_geographic_focus,mp_name,constituency,mp_cleaned_name,mp_gender,province,is_urban_constituency,is_mining_region,is_border_province,has_title,name_length,has_multiple_names,mp_minister_interactions,minister_diversity,mp_diversity,mp_rank_by_activity,minister_rank_by_workload,province_questions_total,province_mp_count,province_avg_questions_per_mp,gender_questions_total,is_female_mp,mp_question_interval,mp_avg_question_interval,mp_consistent_questioner,minister_high_pressure,end_of_year_activity,start_of_year_activity
"Tuesday, 23rd July, 2019",https://www.parliament.gov.zm/node/8020,Order Paper,THIRD SESSION OF THE TWELFTH ASSEMBLY,,,485,Mr Kamondo (Mufumbwe),Minister of Transport and,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 30),(a) when the construction of communication towers in the following Wards in Mufumbwe Parliamentary Constituency will commence: (i) Kalambo; (ii) Matushi; (iii) Kashima West; and (iv) Kashima East; and (b) what has caused the delay in commencing the project.,3,,,,0,,,,,38,,,3,,0,0,257,39,1,5.615384615384615,26.25,19.286666666666665,0.0,0.057,0.943,-0.3182,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,infrastructure,1,Mr Kamondo (Mufumbwe),Mufumbwe,Kamondo,Male,North-Western,0,1,1,1,7,0,1,23,3,263.5,1636.0,91,9,10.11111111111111,1515,0,,,1,0,0,0
"Tuesday, 6th June, 2023",https://www.parliament.gov.zm/node/11037,Order Paper,SECOND SESSION OF THE THIRTEENTH ASSEMBLY,,,268,Mr Kamondo (Mufumbwe),"Minister of Infrastructure, Housing and Urban Development",QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),(a) when the Government will rehabilitate the following roads in North Western Province: (i) Mutanda-Chavuma; (ii) Kasempa-Kaoma Turn-Off; (iii) Kasempa-Mumbwa; (iv) Kalumbila-Mwinilunga; (v) Mwinilunga-Ikeleng’i; (vi) Manyinga-Mwinilunga; and (b) what the cost of each project is.,4,,,,0,,,,,38,,,190,,0,0,281,35,1,7.057142857142857,21.447142857142865,18.962857142857143,0.0,0.0,1.0,0.0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,infrastructure,1,Mr Kamondo (Mufumbwe),Mufumbwe,Kamondo,Male,North-Western,0,1,1,1,7,0,4,23,98,263.5,95.5,91,9,10.11111111111111,1515,0,,,1,1,0,0
"Wednesday, 23rd March, 2022",https://www.parliament.gov.zm/node/10074,Order Paper,FIRST SESSION OF THE THIRTEENTH ASSEMBLY,,,307,Mr Kamondo (Mufumbwe),Minister of Transport and Logistics,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) what the contract sum for the installation of speed cameras by Intelligent Mobility Solutions, was; (b) which districts benefitted from the project; (c) whether the cameras are operational; and (d) if not, what the way forward on the project is.",4,,,,0,,,,,38,,,30,,0,0,249,41,1,5.097560975609756,22.844390243902467,20.258536585365857,0.163,0.0,0.837,0.7506,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,health,1,Mr Kamondo (Mufumbwe),Mufumbwe,Kamondo,Male,North-Western,0,1,1,1,7,0,1,23,23,263.5,1268.5,91,9,10.11111111111111,1515,0,,,1,0,0,0
"Wednesday, 12th July, 2023",https://www.parliament.gov.zm/node/11126,Order Paper,SECOND SESSION OF THE THIRTEENTH ASSEMBLY,,,368,Mr Kamondo (Mufumbwe),Minister of Technology and Science,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) whether the Government has any plans to construct communication towers in the following Wards in Mufumbwe Parliamentary Constituency: (i) Miluji; (ii) Shimpandanga; (iii) Matushi; and (iv) Kashima; and (b) if so, when the plans will be implemented.",3,,,,0,,,,,38,,,32,,0,0,252,38,1,5.657894736842105,16.8755263157895,20.34578947368421,0.0,0.0,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,governance,1,Mr Kamondo (Mufumbwe),Mufumbwe,Kamondo,Male,North-Western,0,1,1,1,7,0,3,23,26,263.5,1222.5,91,9,10.11111111111111,1515,0,,,1,0,0,0
"Thursday, 21st October, 2021",https://www.parliament.gov.zm/node/9844,Order Paper,FIRST SESSION OF THE THIRTEENTH ASSEMBLY,,,55,Mr Kamondo (Mufumbwe),"Minister of Infrastructure, Housing and Urban Development",QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),(a) when the construction of Mufumbwe Boarding Secondary School in Mufumbwe District will be completed; (b) what the cause of the delay in completing the project is; (c) what the cost of the outstanding works on the project is; and (d) what the time frame for the completion of the project is. ___________________________,4,,,,0,,,,,38,,,190,,0,0,321,53,2,5.0754716981132075,31.726792452830225,22.000754716981138,0.07,0.04,0.89,0.4019,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,education,1,Mr Kamondo (Mufumbwe),Mufumbwe,Kamondo,Male,North-Western,0,1,1,1,7,0,4,23,98,263.5,95.5,91,9,10.11111111111111,1515,0,,,1,1,0,0
"Tuesday, 20th June, 2023",https://www.parliament.gov.zm/node/11075,Order Paper,SECOND SESSION OF THE THIRTEENTH ASSEMBLY,,,295,Mr Kamondo (Mufumbwe),Minister of Home Affairs and Internal Security,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) whether the Government has any plans to construct staff houses for the following institutions in Mufumbwe Parliamentary Constituency: (i) Zambia Police Service; and (ii) Zambia Correctional Service; and (b) if so, when the plans will be implemented.",3,,,,0,,,,,38,,,76,,0,0,253,38,1,5.684210526315789,7.970263157894777,21.587894736842106,0.0,0.0,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,security,1,Mr Kamondo (Mufumbwe),Mufumbwe,Kamondo,Male,North-Western,0,1,1,1,7,0,2,23,47,263.5,789.5,91,9,10.11111111111111,1515,0,,,1,0,0,0
"Tuesday, 13th February, 2024",https://www.parliament.gov.zm/node/11562,Order Paper,THIRD SESSION OF THE THIRTEENTH ASSEMBLY,,,166,Mr Kamondo (Mufumbwe),Minister of Lands and Natural Resources what measures the Government is taking to ensure easy acquisition of Certificates of Title in rural areas.,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),,0,,,,0,,,,,38,,,1,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,health,0,Mr Kamondo (Mufumbwe),Mufumbwe,Kamondo,Male,North-Western,0,1,1,1,7,0,1,23,1,263.5,1720.5,91,9,10.11111111111111,1515,0,,,1,0,0,0
"Friday, 22nd October, 2021",https://www.parliament.gov.zm/node/9845,Order Paper,FIRST SESSION OF THE THIRTEENTH ASSEMBLY,,,58,Mr Kamondo (Mufumbwe),Minister of Education,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) whether the Government has any plans to construct a vocational skills training centre in Kasempa District; (b) if so, when the plans will be implemented; (c) what the estimated cost of the project is; (d) what the estimated time frame for undertaking the project is; and (e) what courses will be offered at the centre, once completed.",5,,,,0,,,,,38,,,92,,0,0,338,58,1,4.844827586206897,18.14775862068967,25.13689655172414,0.0,0.0,1.0,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,governance,1,Mr Kamondo (Mufumbwe),Mufumbwe,Kamondo,Male,North-Western,0,1,1,1,7,0,1,23,48,263.5,538.5,91,9,10.11111111111111,1515,0,,,1,0,0,0
"Friday, 22nd October, 2021",https://www.parliament.gov.zm/node/9845,Order Paper,FIRST SESSION OF THE THIRTEENTH ASSEMBLY,,,60,Mr Kamondo (Mufumbwe),Minister of Tourism,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) how many hunting concessions were issued in the following Game Management Areas (GMAs) in Kasempa District as of July, 2020: (i) Kasonso-Busanga; (ii) Lunga-Busanga; and (iii) Kasempa-Lunga-Luswishi; (b) what the names of the concessionaires in each GMA, are; (c) how long each concessionaire has been operating; (d) how much revenue was generated from the concessions from 2016 to 2019, year by year; and (e) what benefits, if any, accrued to the local communities as a result of the concessions. ___________________________",6,,,,0,,,,,38,,,15,,0,0,529,81,2,5.54320987654321,-11.157777777777753,34.938271604938265,0.032,0.0,0.968,0.3818,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,finance,1,Mr Kamondo (Mufumbwe),Mufumbwe,Kamondo,Male,North-Western,0,1,1,1,7,0,1,23,12,263.5,1491.0,91,9,10.11111111111111,1515,0,,,1,0,0,0
"Tuesday, 19th October, 2021",https://www.parliament.gov.zm/node/9823,Order Paper,FIRST SESSION OF THE THIRTEENTH ASSEMBLY,,,44,Mr Kamondo (Mufumbwe),Minister of Fisheries and Livestock,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) whether the Government has any plans to empower women and youths in Mufumbwe District who are involved in the following agricultural activities: (i) fish farming; and (ii) livestock farming; and (b) if so, when the plans will be implemented.",3,,,,0,,,,,38,,,69,,0,0,245,40,1,5.15,26.64500000000004,19.48,0.0,0.0,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,3,agriculture,1,Mr Kamondo (Mufumbwe),Mufumbwe,Kamondo,Male,North-Western,0,1,1,1,7,0,1,23,40,263.5,862.0,91,9,10.11111111111111,1515,0,,,1,0,0,0
"Tuesday, 19th October, 2021",https://www.parliament.gov.zm/node/9823,Order Paper,FIRST SESSION OF THE THIRTEENTH ASSEMBLY,,,46,Mr Kamondo (Mufumbwe),Minister of Home Affairs and Internal Security,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) whether the Government has any plans to construct the following in Mufumbwe District: (i) a modern police station; and (ii) staff houses for police officers; and (b) if so, when the plans will be implemented.",3,,,,0,,,,,38,,,76,,0,0,212,36,1,4.916666666666667,38.69500000000002,16.80555555555556,0.0,0.0,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,security,1,Mr Kamondo (Mufumbwe),Mufumbwe,Kamondo,Male,North-Western,0,1,1,1,7,0,2,23,47,263.5,789.5,91,9,10.11111111111111,1515,0,,,1,0,0,0
"Tuesday, 26th January, 2021",https://www.parliament.gov.zm/node/8684,Order Paper,FIFTH SESSION OF THE TWELFTH ASSEMBLY,,,81,Mr Kamondo (Mufumbwe),Minister of Housing and Infrastructure Development,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 30),(a) when the construction of the Mufumbwe Boarding Secondary School in Mufumbwe District will be completed; (b) what has caused the delay in completing the project; and (c) when the construction of a science laboratory at the School will commence.,3,,,,0,,,,,38,,,67,,0,0,247,40,1,5.2,30.87500000000003,18.890000000000004,0.0,0.057,0.943,-0.3182,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,education,1,Mr Kamondo (Mufumbwe),Mufumbwe,Kamondo,Male,North-Western,0,1,1,1,7,0,3,23,44,263.5,930.0,91,9,10.11111111111111,1515,0,,,1,0,0,0
"Tuesday, 18th September, 2018",https://www.parliament.gov.zm/node/7656,Order Paper,THIRD SESSION OF THE TWELFTH ASSEMBLY,,,12,Mr Kamondo (Mufumbwe),"Minister of Health when the Government will resume the construction of health posts, under the 650 Health Posts Project, whose contracts were terminated.",QUESTIONS FOR ORAL ANSWER (STANDING ORDER NO. 30),,0,,,,0,,,,,38,,,1,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,health,0,Mr Kamondo (Mufumbwe),Mufumbwe,Kamondo,Male,North-Western,0,1,1,1,7,0,1,23,1,263.5,1720.5,91,9,10.11111111111111,1515,0,,,1,0,0,0
"Friday, 1st August, 2025",https://www.parliament.gov.zm/node/12485,Order Paper,FOURTH SESSION OF THE THIRTEENTH ASSEMBLY,,,397,Mr Kampyongo (Shiwang’andu),Vice-President,4. QUESTIONS FOR ORAL ANSWER (STANDING ORDER 82),"(a) why the Electoral Commission of Zambia (ECZ) has contracted Axon Global Trading Limited, a foreign-based company, to undertake the Biometric Identification Enrolment Programme for the registration of voters ahead of the 2026 General Elections; (b) what the specific objective of the project is; (c) how the proposed system differs from the existing digital voter registration system previously used by the ECZ; (d) whether the ECZ engaged in consultations with relevant stakeholders prior to contracting the new service provider; and (e) what the estimated time frame of the project is.",5,,,,0,,,,,1,,,4,,0,0,590,90,1,5.566666666666666,-43.37499999999997,41.66777777777777,0.029,0.021,0.95,0.2023,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,health,0,Mr Kampyongo (Shiwang’andu),Shiwang’andu,Kampyongo,Male,Unknown,0,0,0,1,9,0,1,1,4,1744.0,1623.5,1291,196,6.586734693877551,1515,0,,,0,0,0,0
"Friday, 18th February, 2022",https://www.parliament.gov.zm/node/10002,Order Paper,FIRST SESSION OF THE THIRTEENTH ASSEMBLY,,,179,Mr Kandafula (Serenje),Minister of Local Government and Rural Development,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),(a) when tarring of township roads in Serenje District will commence; (b) what the cause of the delay in commencing the project is; (c) what the cost of the outstanding works is; and (d) what the time frame for the completion of the project is.,4,,,,0,,,,,6,,,129,,0,0,244,45,1,4.444444444444445,50.24000000000004,17.43111111111111,0.081,0.047,0.872,0.4019,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,infrastructure,1,Mr Kandafula (Serenje),Serenje,Kandafula,Male,Central,0,0,0,1,9,0,3,4,73,1345.5,428.0,93,12,7.75,1515,0,,,0,1,0,0
"Friday, 4th March, 2022",https://www.parliament.gov.zm/node/10023,Order Paper,FIRST SESSION OF THE THIRTEENTH ASSEMBLY,,,270,Mr Kandafula (Serenje),"Minister of Infrastructure, Housing and Urban Development",QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),(a) why the construction of a police station and staff houses in Serenje District has stalled; (b) when the project will resume; (c) what the cost of the outstanding works is; and (d) what the time frame for the completion of the project is. ORDER OF THE DAY 1. Question for Oral Answer under Standing Order 74 - Question 265 (3rd March) – Resumption of consideration of Question. __________________________,4,,,,0,,,,,6,,,190,,0,0,407,69,4,4.913043478260869,62.9487562189055,10.027462686567166,0.057,0.026,0.917,0.4939,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,2,infrastructure,1,Mr Kandafula (Serenje),Serenje,Kandafula,Male,Central,0,0,0,1,9,0,1,4,98,1345.5,95.5,93,12,7.75,1515,0,,,0,1,0,0
"Tuesday, 15th February, 2022",https://www.parliament.gov.zm/node/9994,Order Paper,FIRST SESSION OF THE THIRTEENTH ASSEMBLY,,,113,Mr Kandafula (Serenje),Minister of Water Development and Sanitation,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) whether the Government has any plans to repair borehole pumps in Serenje Parliamentary Constituency; and (b) if so, when the plans will be implemented.",2,,,,0,,,,,6,,,61,,0,0,155,25,1,5.24,35.94800000000001,14.456,0.0,0.0,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,water,1,Mr Kandafula (Serenje),Serenje,Kandafula,Male,Central,0,0,0,1,9,0,1,4,42,1345.5,994.0,93,12,7.75,1515,0,,,0,0,0,0
"Tuesday, 15th July, 2025",https://www.parliament.gov.zm/node/12438,Order Paper,FOURTH SESSION OF THE THIRTEENTH ASSEMBLY,,,375,Mr Kandafula (Serenje),Minister of Transport and Logistics,7. GROUPED QUESTIONS FOR ORAL ANSWER (STANDING ORDER 83),(a) when the rehabilitation of the Serenje Airstrip in Serenje District will be completed; (b) what the cause of the delay in completing the project is; and (c) what the time frame for the completion of the project is.,3,,,,0,,,,,6,,,30,,0,0,218,39,1,4.615384615384615,43.60384615384616,16.866153846153846,0.0,0.057,0.943,-0.3182,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,health,1,Mr Kandafula (Serenje),Serenje,Kandafula,Male,Central,0,0,0,1,9,0,1,4,23,1345.5,1268.5,93,12,7.75,1515,0,,,0,0,0,0
"Friday, 27th June, 2025",https://www.parliament.gov.zm/node/12401,Order Paper,FOURTH SESSION OF THE THIRTEENTH ASSEMBLY,,,360,Mr Kandafula (Serenje),Minister of Local Government and Rural Development,7. QUESTIONS FOR ORAL ANSWER (STANDING ORDER 80),"(a) whether the Government has any plans to construct a road connecting Kashishi and Lupiya Wards in Serenje Parliamentary Constituency; (b) if so, when the project will be implemented; and (c) if there are no such plans, why.",3,,,,0,,,,,6,,,129,,0,0,226,38,1,4.973684210526316,39.13868421052632,17.240526315789477,0.0,0.058,0.942,-0.296,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,infrastructure,1,Mr Kandafula (Serenje),Serenje,Kandafula,Male,Central,0,0,0,1,9,0,3,4,73,1345.5,428.0,93,12,7.75,1515,0,,,0,1,0,0
"Thursday, 26th June, 2025",https://www.parliament.gov.zm/node/12398,Order Paper,FOURTH SESSION OF THE THIRTEENTH ASSEMBLY,,,354,Mr Kandafula (Serenje),Minister of Local Government and Rural Development,6. QUESTIONS FOR ORAL ANSWER (STANDING ORDER 80),"(a) when the Government will reconstruct the bridge across Mbaswa Stream, connecting the Mbaswa and Makopa Settlements in Serenje District; (b) what the cost of the reconstruction is; and (c) what the time frame for the completion of the works is.",3,,,,0,,,,,6,,,129,,0,0,247,41,1,5.048780487804878,47.60536585365858,16.80487804878049,0.0,0.0,1.0,0.0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,infrastructure,1,Mr Kandafula (Serenje),Serenje,Kandafula,Male,Central,0,0,0,1,9,0,3,4,73,1345.5,428.0,93,12,7.75,1515,0,,,0,1,0,0
"Wednesday, 16th October, 2024",https://www.parliament.gov.zm/node/11952,Order Paper,FOURTH SESSION OF THE THIRTEENTH ASSEMBLY,,,35,Mr Kanengo (Kabushi),"Minister of Infrastructure, Housing and Urban Development",5. QUESTIONS FOR ORAL ANSWER (STANDING ORDER 80),(a) when the construction of Samfya Road in Lubuto Ward in Kabushi Parliamentary Constituency will commence; and (b) what the cost of the project is.,2,,,,0,,,,,1,,,190,,0,0,149,25,1,5.0,46.10000000000002,13.040000000000003,0.0,0.0,1.0,0.0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,infrastructure,1,Mr Kanengo (Kabushi),Kabushi,Kanengo,Male,Unknown,0,0,0,1,7,0,1,1,98,1744.0,95.5,1291,196,6.586734693877551,1515,0,,,0,1,0,0
"Wednesday, 2nd March, 2022",https://www.parliament.gov.zm/node/10021,Order Paper,FIRST SESSION OF THE THIRTEENTH ASSEMBLY,,,248,Mr Kangombe (Sesheke),Minister of Health,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),(a) when the construction of the Yeta School of Nursing in Sesheke District will commence; (b) whether the contractor for the project has been engaged; (c) what the total cost of the project is; and (d) what the time frame for the completion of the project is.,4,,,,0,,,,,8,,,173,,0,0,260,47,1,4.553191489361702,45.730000000000004,18.55702127659575,0.055,0.0,0.945,0.4019,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,education,1,Mr Kangombe (Sesheke),Sesheke,Kangombe,Male,Unknown,0,0,0,1,8,0,3,5,95,1166.5,277.0,1291,196,6.586734693877551,1515,0,,,0,1,0,0
"Wednesday, 23rd February, 2022",https://www.parliament.gov.zm/node/10017,Order Paper,FIRST SESSION OF THE THIRTEENTH ASSEMBLY,,,195,Mr Kangombe (Sesheke),"Minister of Infrastructure, Housing and Urban Development",QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),(a) when reconstruction of the Sesheke - Kazungula road will commence; (b) what the cause of the delay in commencing the project is; (c) who the contractor for the project is; (d) what the cost of the project is; and (e) what the time frame for undertaking the project is.,5,,,,0,,,,,8,,,190,,0,0,272,50,1,4.46,39.69591836734698,19.895510204081635,0.0,0.046,0.954,-0.3182,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,infrastructure,0,Mr Kangombe (Sesheke),Sesheke,Kangombe,Male,Unknown,0,0,0,1,8,0,2,5,98,1166.5,95.5,1291,196,6.586734693877551,1515,0,,,0,1,0,0
"Thursday, 5th March, 2020",https://www.parliament.gov.zm/node/8310,Order Paper,FOURTH SESSION OF THE TWELFTH ASSEMBLY,,,230,Mr Kangombe (Sesheke),Minister of Housing and Infrastructure Development,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 30),"(a) whether the Government has any plans to rehabilitate the Livingstone - Sesheke road; (b) if so, when the plans will be implemented; (c) what the total cost of the project is; (d) who the contractor for the project is; and (e) if there are no such plans, why.",5,,,,0,,,,,8,,,67,,0,0,262,49,1,4.36734693877551,40.02750000000002,19.60083333333333,0.0,0.045,0.955,-0.296,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,infrastructure,0,Mr Kangombe (Sesheke),Sesheke,Kangombe,Male,Unknown,0,0,0,1,8,0,1,5,44,1166.5,930.0,1291,196,6.586734693877551,1515,0,,,0,0,0,0
"Friday, 14th February, 2020",https://www.parliament.gov.zm/node/8284,Order Paper,FOURTH SESSION OF THE TWELFTH ASSEMBLY,,,147,Mr Kangombe (Sesheke),Minister of Housing and,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 30),(a) when the construction of the Katima Mulilo Trades Training Institute in Sesheke District will be completed; (b) what has caused the delay in completing the project; and (c) what the cost of the outstanding works is.,3,,,,0,,,,,8,,,11,,0,0,219,37,1,4.945945945945946,45.80972972972974,16.061621621621622,0.097,0.056,0.847,0.4019,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,infrastructure,1,Mr Kangombe (Sesheke),Sesheke,Kangombe,Male,Unknown,0,0,0,1,8,0,1,5,11,1166.5,1544.0,1291,196,6.586734693877551,1515,0,,,0,0,0,0
"Wednesday, 16th October, 2019",https://www.parliament.gov.zm/node/8137,Order Paper,FOURTH SESSION OF THE TWELFTH ASSEMBLY,,,38,Mr Kangombe (Sesheke),Minister of Health,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 30),(a) when the construction of Yeta School of Nursing in Sesheke District will commence; (b) what the estimated cost of the project is; and (c) what the time frame for the completion of the project is.,3,,,,0,,,,,8,,,173,,0,0,199,36,1,4.555555555555555,55.145000000000024,14.511111111111116,0.0,0.0,1.0,0.0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,education,1,Mr Kangombe (Sesheke),Sesheke,Kangombe,Male,Unknown,0,0,0,1,8,0,3,5,95,1166.5,277.0,1291,196,6.586734693877551,1515,0,,,0,1,0,0
